<TICKER>	<PER>	<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<VOL>	<OPENINT>
ГАЗПРОМ ао	D	20071015	000000	294.71	296.45	293.78	295.14	29255106	0
ГАЗПРОМ ао	D	20071016	000000	295	295.5	292.33	293.17	35284157	0
ГАЗПРОМ ао	D	20071017	000000	292	294.17	290.52	293.2	44434468	0
ГАЗПРОМ ао	D	20071018	000000	293.91	294	289.72	290.4	37738004	0
ГАЗПРОМ ао	D	20071019	000000	291.55	291.9	288.8	289.25	34075135	0
ГАЗПРОМ ао	D	20071020	000000	289.25	289.25	289.25	289.25	0	0
ГАЗПРОМ ао	D	20071021	000000	289.25	289.25	289.25	289.25	0	0
ГАЗПРОМ ао	D	20071022	000000	283.5	286	282.65	284.45	38154754	0
ГАЗПРОМ ао	D	20071023	000000	286.5	288.1	285.4	286.7	28223929	0
ГАЗПРОМ ао	D	20071024	000000	286.7	286.77	283.11	284.19	24257484	0
ГАЗПРОМ ао	D	20071025	000000	284.55	290.5	284.55	287.15	45989754	0
ГАЗПРОМ ао	D	20071026	000000	290	295.2	289.51	295.02	54975857	0
ГАЗПРОМ ао	D	20071027	000000	295.02	295.02	295.02	295.02	0	0
ГАЗПРОМ ао	D	20071028	000000	295.02	295.02	295.02	295.02	0	0
ГАЗПРОМ ао	D	20071029	000000	298.11	304.45	298.11	303.8	64191584	0
ГАЗПРОМ ао	D	20071030	000000	302.42	305.19	300.3	304.75	51980819	0
ГАЗПРОМ ао	D	20071031	000000	302.48	306.99	301.71	306.68	54830279	0
ГАЗПРОМ ао	D	20071101	000000	308.48	315.48	301.9	305.4	130756109	0
ГАЗПРОМ ао	D	20071102	000000	301	310.95	301	307.92	91505254	0
ГАЗПРОМ ао	D	20071103	000000	307.92	307.92	307.92	307.92	0	0
ГАЗПРОМ ао	D	20071104	000000	307.92	307.92	307.92	307.92	0	0
ГАЗПРОМ ао	D	20071105	000000	307.92	307.92	307.92	307.92	0	0
ГАЗПРОМ ао	D	20071106	000000	308.48	316.37	308.48	315	79492950	0
ГАЗПРОМ ао	D	20071107	000000	317.5	319.55	313.1	317.61	106110309	0
ГАЗПРОМ ао	D	20071108	000000	313.5	323.75	312.55	323.25	114662649	0
ГАЗПРОМ ао	D	20071109	000000	324.2	328.5	320.14	320.93	96655962	0
ГАЗПРОМ ао	D	20071110	000000	320.93	320.93	320.93	320.93	0	0
ГАЗПРОМ ао	D	20071111	000000	320.93	320.93	320.93	320.93	0	0
ГАЗПРОМ ао	D	20071112	000000	319.5	325.75	317.51	321.15	74886595	0
ГАЗПРОМ ао	D	20071113	000000	320	322	313.92	317.7	88779565	0
ГАЗПРОМ ао	D	20071114	000000	320.99	322.38	317.35	320.7	76351005	0
ГАЗПРОМ ао	D	20071115	000000	319.3	320.3	317	318.2	40352319	0
ГАЗПРОМ ао	D	20071116	000000	316.5	317.48	311.55	313.2	48041364	0
ГАЗПРОМ ао	D	20071117	000000	313.2	313.2	313.2	313.2	0	0
ГАЗПРОМ ао	D	20071118	000000	313.2	313.2	313.2	313.2	0	0
ГАЗПРОМ ао	D	20071119	000000	314.5	317.9	310.41	310.95	49973864	0
ГАЗПРОМ ао	D	20071120	000000	312	314.84	308.07	313.2	61860071	0
ГАЗПРОМ ао	D	20071121	000000	313.05	313.7	305.38	306.5	60049948	0
ГАЗПРОМ ао	D	20071122	000000	307	308.48	302.17	308.1	45950880	0
ГАЗПРОМ ао	D	20071123	000000	307.5	310.36	306.31	306.8	36206678	0
ГАЗПРОМ ао	D	20071124	000000	306.8	306.8	306.8	306.8	0	0
ГАЗПРОМ ао	D	20071125	000000	306.8	306.8	306.8	306.8	0	0
ГАЗПРОМ ао	D	20071126	000000	310.01	312.25	308.11	311	37815378	0
ГАЗПРОМ ао	D	20071127	000000	309.03	311.13	307.01	307.55	31393963	0
ГАЗПРОМ ао	D	20071128	000000	307.5	311.61	304.74	311.43	44430671	0
ГАЗПРОМ ао	D	20071129	000000	314.51	316.1	312.01	315.9	47253341	0
ГАЗПРОМ ао	D	20071130	000000	317.45	323.7	316.55	323.39	71774574	0
ГАЗПРОМ ао	D	20071201	000000	323.39	323.39	323.39	323.39	0	0
ГАЗПРОМ ао	D	20071202	000000	323.39	323.39	323.39	323.39	0	0
ГАЗПРОМ ао	D	20071203	000000	322.89	325.09	319.12	323.11	62040575	0
ГАЗПРОМ ао	D	20071204	000000	324	330.27	323.5	329.02	84138566	0
ГАЗПРОМ ао	D	20071205	000000	328.5	345.1	327.85	345.1	128860488	0
ГАЗПРОМ ао	D	20071206	000000	346.2	349.47	342	343.71	123579119	0
ГАЗПРОМ ао	D	20071207	000000	348.45	350.24	346.23	347.7	74491811	0
ГАЗПРОМ ао	D	20071208	000000	347.7	347.7	347.7	347.7	0	0
ГАЗПРОМ ао	D	20071209	000000	347.7	347.7	347.7	347.7	0	0
ГАЗПРОМ ао	D	20071210	000000	346.5	357.9	343.66	354.91	126325778	0
ГАЗПРОМ ао	D	20071211	000000	358.31	359.4	350.64	353	85744951	0
ГАЗПРОМ ао	D	20071212	000000	349	358.1	348.2	357.2	80523479	0
ГАЗПРОМ ао	D	20071213	000000	356.07	356.17	345	346.85	82103152	0
ГАЗПРОМ ао	D	20071214	000000	347	350.67	340	342.7	64653835	0
ГАЗПРОМ ао	D	20071215	000000	342.7	342.7	342.7	342.7	0	0
ГАЗПРОМ ао	D	20071216	000000	342.7	342.7	342.7	342.7	0	0
ГАЗПРОМ ао	D	20071217	000000	340	343.65	336.71	340.5	67736929	0
ГАЗПРОМ ао	D	20071218	000000	340.99	349.5	340.5	349.25	69507749	0
ГАЗПРОМ ао	D	20071219	000000	349.9	352.19	342.51	345.06	76987450	0
ГАЗПРОМ ао	D	20071220	000000	348.95	352.87	348.06	352	62056975	0
ГАЗПРОМ ао	D	20071221	000000	354	354.95	350.11	354	50544908	0
ГАЗПРОМ ао	D	20071222	000000	354	354	354	354	0	0
ГАЗПРОМ ао	D	20071223	000000	354	354	354	354	0	0
ГАЗПРОМ ао	D	20071224	000000	356	356	351.6	351.75	29188584	0
ГАЗПРОМ ао	D	20071225	000000	353	353.18	348.66	349	23651513	0
ГАЗПРОМ ао	D	20071226	000000	349.3	350.5	345.2	347.64	26744252	0
ГАЗПРОМ ао	D	20071227	000000	348.51	351.77	346.15	348.99	41877976	0
ГАЗПРОМ ао	D	20071228	000000	348.48	348.77	341.81	342.88	32758138	0
ГАЗПРОМ ао	D	20071229	000000	342.88	342.88	342.88	342.88	0	0
ГАЗПРОМ ао	D	20071230	000000	342.88	342.88	342.88	342.88	0	0
ГАЗПРОМ ао	D	20071231	000000	342.88	342.88	342.88	342.88	0	0
ГАЗПРОМ ао	D	20080101	000000	342.88	342.88	342.88	342.88	0	0
ГАЗПРОМ ао	D	20080102	000000	342.88	342.88	342.88	342.88	0	0
ГАЗПРОМ ао	D	20080103	000000	342.88	342.88	342.88	342.88	0	0
ГАЗПРОМ ао	D	20080104	000000	342.88	342.88	342.88	342.88	0	0
ГАЗПРОМ ао	D	20080105	000000	342.88	342.88	342.88	342.88	0	0
ГАЗПРОМ ао	D	20080106	000000	342.88	342.88	342.88	342.88	0	0
ГАЗПРОМ ао	D	20080107	000000	342.88	342.88	342.88	342.88	0	0
ГАЗПРОМ ао	D	20080108	000000	342.88	342.88	342.88	342.88	0	0
ГАЗПРОМ ао	D	20080109	000000	354.1	354.9	350.34	352.69	56772303	0
ГАЗПРОМ ао	D	20080110	000000	353.54	355.42	352.01	352.4	32180831	0
ГАЗПРОМ ао	D	20080111	000000	352.28	357.43	349.81	355.91	52499924	0
ГАЗПРОМ ао	D	20080112	000000	355.91	355.91	355.91	355.91	0	0
ГАЗПРОМ ао	D	20080113	000000	355.91	355.91	355.91	355.91	0	0
ГАЗПРОМ ао	D	20080114	000000	355.11	365.64	353.77	363.7	61086074	0
ГАЗПРОМ ао	D	20080115	000000	364	365.2	358.39	360.24	57391670	0
ГАЗПРОМ ао	D	20080116	000000	354.85	354.99	337.61	342.45	106330961	0
ГАЗПРОМ ао	D	20080117	000000	342	344.12	325.32	331.04	129321621	0
ГАЗПРОМ ао	D	20080118	000000	326.06	331.75	322	327.05	94796024	0
ГАЗПРОМ ао	D	20080119	000000	327.05	327.05	327.05	327.05	0	0
ГАЗПРОМ ао	D	20080120	000000	327.05	327.05	327.05	327.05	0	0
ГАЗПРОМ ао	D	20080121	000000	320.51	321	299.14	303.8	125570594	0
ГАЗПРОМ ао	D	20080122	000000	289	323.7	281.6	307	187075177	0
ГАЗПРОМ ао	D	20080123	000000	314.9	317.8	293.38	296	140082992	0
ГАЗПРОМ ао	D	20080124	000000	310	311.3	303.06	307.2	112266721	0
ГАЗПРОМ ао	D	20080125	000000	313	317.18	310.25	316.23	86473745	0
ГАЗПРОМ ао	D	20080126	000000	316.23	316.23	316.23	316.23	0	0
ГАЗПРОМ ао	D	20080127	000000	316.23	316.23	316.23	316.23	0	0
ГАЗПРОМ ао	D	20080128	000000	305.55	308.86	303.25	305.32	66107966	0
ГАЗПРОМ ао	D	20080129	000000	310.5	313.3	308.7	312.83	61570354	0
ГАЗПРОМ ао	D	20080130	000000	311	311	305.14	305.95	54840048	0
ГАЗПРОМ ао	D	20080131	000000	304.45	306.2	288.5	290.95	90865815	0
ГАЗПРОМ ао	D	20080201	000000	297	309.35	295.33	305.2	96877708	0
ГАЗПРОМ ао	D	20080202	000000	305.2	305.2	305.2	305.2	0	0
ГАЗПРОМ ао	D	20080203	000000	305.2	305.2	305.2	305.2	0	0
ГАЗПРОМ ао	D	20080204	000000	312.05	315.2	310.13	312.88	54287246	0
ГАЗПРОМ ао	D	20080205	000000	312	318.54	300.53	302.49	85009552	0
ГАЗПРОМ ао	D	20080206	000000	293	300.3	288	297.7	117715573	0
ГАЗПРОМ ао	D	20080207	000000	296.59	298	283.23	289.09	91020764	0
ГАЗПРОМ ао	D	20080208	000000	292	293.5	281.6	286.31	80159170	0
ГАЗПРОМ ао	D	20080209	000000	286.31	286.31	286.31	286.31	0	0
ГАЗПРОМ ао	D	20080210	000000	286.31	286.31	286.31	286.31	0	0
ГАЗПРОМ ао	D	20080211	000000	286.3	294.23	283.1	292.25	67208216	0
ГАЗПРОМ ао	D	20080212	000000	294.99	303	294.51	302.82	91913015	0
ГАЗПРОМ ао	D	20080213	000000	302	309.09	296.03	307.81	88300826	0
ГАЗПРОМ ао	D	20080214	000000	312.5	313.9	307.02	309.45	68091636	0
ГАЗПРОМ ао	D	20080215	000000	310	313.7	304.59	305.5	70953737	0
ГАЗПРОМ ао	D	20080216	000000	305.5	305.5	305.5	305.5	0	0
ГАЗПРОМ ао	D	20080217	000000	305.5	305.5	305.5	305.5	0	0
ГАЗПРОМ ао	D	20080218	000000	309	313.85	308.25	312.75	46742842	0
ГАЗПРОМ ао	D	20080219	000000	314.9	319.19	307.76	318.95	101867370	0
ГАЗПРОМ ао	D	20080220	000000	314.03	317.5	310.23	313.3	95931223	0
ГАЗПРОМ ао	D	20080221	000000	318.95	322	317.63	319.2	66505922	0
ГАЗПРОМ ао	D	20080222	000000	316	320	314.11	317.05	54488204	0
ГАЗПРОМ ао	D	20080223	000000	317.05	317.05	317.05	317.05	0	0
ГАЗПРОМ ао	D	20080224	000000	317.05	317.05	317.05	317.05	0	0
ГАЗПРОМ ао	D	20080225	000000	317.05	317.05	317.05	317.05	0	0
ГАЗПРОМ ао	D	20080226	000000	321	321.18	314.18	316.5	43434993	0
ГАЗПРОМ ао	D	20080227	000000	319.9	319.9	312.62	314.47	63143243	0
ГАЗПРОМ ао	D	20080228	000000	313.11	315.36	309.56	310.54	57974408	0
ГАЗПРОМ ао	D	20080229	000000	308.64	312.89	303	304.95	68471703	0
ГАЗПРОМ ао	D	20080301	000000	304.95	304.95	304.95	304.95	0	0
ГАЗПРОМ ао	D	20080302	000000	304.95	304.95	304.95	304.95	0	0
ГАЗПРОМ ао	D	20080303	000000	298.13	303.36	295.3	301.21	67885198	0
ГАЗПРОМ ао	D	20080304	000000	304	310.5	301.6	306.7	82622096	0
ГАЗПРОМ ао	D	20080305	000000	306.6	309.17	303.5	307.3	62958080	0
ГАЗПРОМ ао	D	20080306	000000	310	310.95	304.5	305.11	53477010	0
ГАЗПРОМ ао	D	20080307	000000	301	301.9	297.02	298.67	54447068	0
ГАЗПРОМ ао	D	20080308	000000	298.67	298.67	298.67	298.67	0	0
ГАЗПРОМ ао	D	20080309	000000	298.67	298.67	298.67	298.67	0	0
ГАЗПРОМ ао	D	20080310	000000	298.67	298.67	298.67	298.67	0	0
ГАЗПРОМ ао	D	20080311	000000	298	309.88	298	309.49	59160685	0
ГАЗПРОМ ао	D	20080312	000000	312.2	313.09	306.83	310.1	74339821	0
ГАЗПРОМ ао	D	20080313	000000	305	306.5	301.51	302.25	46375110	0
ГАЗПРОМ ао	D	20080314	000000	304.81	310.95	300.6	303.97	70739174	0
ГАЗПРОМ ао	D	20080315	000000	303.97	303.97	303.97	303.97	0	0
ГАЗПРОМ ао	D	20080316	000000	303.97	303.97	303.97	303.97	0	0
ГАЗПРОМ ао	D	20080317	000000	299	299.41	287.52	290.35	92147105	0
ГАЗПРОМ ао	D	20080318	000000	292.32	296.47	289.02	296.47	66553738	0
ГАЗПРОМ ао	D	20080319	000000	301	301.51	292.55	294.77	69192614	0
ГАЗПРОМ ао	D	20080320	000000	288	291.29	284.5	288.01	79067983	0
ГАЗПРОМ ао	D	20080321	000000	290.02	290.8	288.2	288.65	21542898	0
ГАЗПРОМ ао	D	20080322	000000	288.65	288.65	288.65	288.65	0	0
ГАЗПРОМ ао	D	20080323	000000	288.65	288.65	288.65	288.65	0	0
ГАЗПРОМ ао	D	20080324	000000	289.92	298	287.38	297.67	30830330	0
ГАЗПРОМ ао	D	20080325	000000	298	299.64	293	293.14	65005328	0
ГАЗПРОМ ао	D	20080326	000000	294.11	296.82	292	292.64	36100372	0
ГАЗПРОМ ао	D	20080327	000000	292.98	301.27	292.2	297.02	65577323	0
ГАЗПРОМ ао	D	20080328	000000	298.49	302.54	298.21	298.82	41194477	0
ГАЗПРОМ ао	D	20080329	000000	298.82	298.82	298.82	298.82	0	0
ГАЗПРОМ ао	D	20080330	000000	298.82	298.82	298.82	298.82	0	0
ГАЗПРОМ ао	D	20080331	000000	297	299.44	294.21	297.61	34123351	0
ГАЗПРОМ ао	D	20080401	000000	297.5	302.2	294.75	299.68	47835618	0
ГАЗПРОМ ао	D	20080402	000000	303.55	304	299.48	300.49	45586708	0
ГАЗПРОМ ао	D	20080403	000000	301.41	302.99	296.92	297.25	35477334	0
ГАЗПРОМ ао	D	20080404	000000	298.1	299.91	296.25	297.81	24121750	0
ГАЗПРОМ ао	D	20080405	000000	297.81	297.81	297.81	297.81	0	0
ГАЗПРОМ ао	D	20080406	000000	297.81	297.81	297.81	297.81	0	0
ГАЗПРОМ ао	D	20080407	000000	300.5	306.49	300.5	305.6	35372326	0
ГАЗПРОМ ао	D	20080408	000000	303.78	305.45	301.2	302	29962513	0
ГАЗПРОМ ао	D	20080409	000000	301.3	310.24	301.22	308.91	47749584	0
ГАЗПРОМ ао	D	20080410	000000	308.2	312.9	306.2	311.7	68512347	0
ГАЗПРОМ ао	D	20080411	000000	313.5	317.01	307.2	307.2	90887128	0
ГАЗПРОМ ао	D	20080412	000000	307.2	307.2	307.2	307.2	0	0
ГАЗПРОМ ао	D	20080413	000000	307.2	307.2	307.2	307.2	0	0
ГАЗПРОМ ао	D	20080414	000000	305	306.89	302.57	306.07	54673200	0
ГАЗПРОМ ао	D	20080415	000000	307.79	311.34	305.77	310.41	54797960	0
ГАЗПРОМ ао	D	20080416	000000	311.51	315.98	309.5	314.53	51233477	0
ГАЗПРОМ ао	D	20080417	000000	316.79	318.4	308.65	309.61	67855524	0
ГАЗПРОМ ао	D	20080418	000000	311.77	318.21	310.41	317.33	46691841	0
ГАЗПРОМ ао	D	20080419	000000	317.33	317.33	317.33	317.33	0	0
ГАЗПРОМ ао	D	20080420	000000	317.33	317.33	317.33	317.33	0	0
ГАЗПРОМ ао	D	20080421	000000	318.7	319.87	314	314.24	49608857	0
ГАЗПРОМ ао	D	20080422	000000	314.25	316.78	312.47	314.1	43776681	0
ГАЗПРОМ ао	D	20080423	000000	315	318.2	312.11	315.5	61658121	0
ГАЗПРОМ ао	D	20080424	000000	317.1	317.22	310.12	311.4	53787968	0
ГАЗПРОМ ао	D	20080425	000000	312	314.35	310.5	314.28	33918739	0
ГАЗПРОМ ао	D	20080426	000000	314.28	314.28	314.28	314.28	0	0
ГАЗПРОМ ао	D	20080427	000000	314.28	314.28	314.28	314.28	0	0
ГАЗПРОМ ао	D	20080428	000000	314.43	316.5	313.56	314	29643789	0
ГАЗПРОМ ао	D	20080429	000000	314.01	314.49	311.93	312.06	22846436	0
ГАЗПРОМ ао	D	20080430	000000	312.17	313.5	309.16	312.49	24291804	0
ГАЗПРОМ ао	D	20080501	000000	312.49	312.49	312.49	312.49	0	0
ГАЗПРОМ ао	D	20080502	000000	312.49	312.49	312.49	312.49	0	0
ГАЗПРОМ ао	D	20080503	000000	312.49	312.49	312.49	312.49	0	0
ГАЗПРОМ ао	D	20080504	000000	315	316.75	313.57	316	14681423	0
ГАЗПРОМ ао	D	20080505	000000	315.09	316.45	313.11	313.7	21757262	0
ГАЗПРОМ ао	D	20080506	000000	314.5	317.61	314.35	316.5	33274992	0
ГАЗПРОМ ао	D	20080507	000000	318	331.7	317.9	331.6	78411319	0
ГАЗПРОМ ао	D	20080508	000000	331.6	331.6	331.6	331.6	0	0
ГАЗПРОМ ао	D	20080509	000000	331.6	331.6	331.6	331.6	0	0
ГАЗПРОМ ао	D	20080510	000000	331.6	331.6	331.6	331.6	0	0
ГАЗПРОМ ао	D	20080511	000000	331.6	331.6	331.6	331.6	0	0
ГАЗПРОМ ао	D	20080512	000000	356	359.5	346.53	349.15	109126262	0
ГАЗПРОМ ао	D	20080513	000000	350.01	354.2	345.2	349.46	64410668	0
ГАЗПРОМ ао	D	20080514	000000	351	361	346.34	359.24	81165011	0
ГАЗПРОМ ао	D	20080515	000000	361.01	365.35	350.55	352.25	93270579	0
ГАЗПРОМ ао	D	20080516	000000	354.99	366.8	353.12	365.26	116019789	0
ГАЗПРОМ ао	D	20080517	000000	365.26	365.26	365.26	365.26	0	0
ГАЗПРОМ ао	D	20080518	000000	365.26	365.26	365.26	365.26	0	0
ГАЗПРОМ ао	D	20080519	000000	367	368.98	361.32	367.4	69148979	0
ГАЗПРОМ ао	D	20080520	000000	365.13	366.01	357.62	360.5	55111297	0
ГАЗПРОМ ао	D	20080521	000000	358.78	366.7	358.25	365.06	53477011	0
ГАЗПРОМ ао	D	20080522	000000	365.35	369.5	356.05	356.95	59607531	0
ГАЗПРОМ ао	D	20080523	000000	356.05	363.64	354.12	363.57	60319609	0
ГАЗПРОМ ао	D	20080524	000000	363.57	363.57	363.57	363.57	0	0
ГАЗПРОМ ао	D	20080525	000000	363.57	363.57	363.57	363.57	0	0
ГАЗПРОМ ао	D	20080526	000000	362.01	365.37	357.2	360.5	37304779	0
ГАЗПРОМ ао	D	20080527	000000	362.34	364.57	352.86	353.97	54934270	0
ГАЗПРОМ ао	D	20080528	000000	351.39	355.75	349.68	355.37	34972528	0
ГАЗПРОМ ао	D	20080529	000000	357.5	363	356.17	361	54707767	0
ГАЗПРОМ ао	D	20080530	000000	360	362.6	356.36	360.09	33174139	0
ГАЗПРОМ ао	D	20080531	000000	360.09	360.09	360.09	360.09	0	0
ГАЗПРОМ ао	D	20080601	000000	360.09	360.09	360.09	360.09	0	0
ГАЗПРОМ ао	D	20080602	000000	359	360.35	354.9	356	31035537	0
ГАЗПРОМ ао	D	20080603	000000	354.01	355.9	351.8	354.12	30438375	0
ГАЗПРОМ ао	D	20080604	000000	351.78	352.7	339.5	342.5	57056238	0
ГАЗПРОМ ао	D	20080605	000000	340	344	338.48	340.77	37176724	0
ГАЗПРОМ ао	D	20080606	000000	346	349.6	342.68	345.3	43297613	0
ГАЗПРОМ ао	D	20080607	000000	341	342.4	336.1	336.14	19971896	0
ГАЗПРОМ ао	D	20080608	000000	336.14	336.14	336.14	336.14	0	0
ГАЗПРОМ ао	D	20080609	000000	337.5	341.9	336.14	339.1	31490320	0
ГАЗПРОМ ао	D	20080610	000000	336.8	337.99	333.4	334.7	33155306	0
ГАЗПРОМ ао	D	20080611	000000	335.72	343.18	335.12	343	26602298	0
ГАЗПРОМ ао	D	20080612	000000	343	343	343	343	0	0
ГАЗПРОМ ао	D	20080613	000000	343	343	343	343	0	0
ГАЗПРОМ ао	D	20080614	000000	343	343	343	343	0	0
ГАЗПРОМ ао	D	20080615	000000	343	343	343	343	0	0
ГАЗПРОМ ао	D	20080616	000000	346.49	349.37	343.6	346	32218337	0
ГАЗПРОМ ао	D	20080617	000000	346	351.87	345.61	351.1	35827717	0
ГАЗПРОМ ао	D	20080618	000000	350.42	355.7	349	351.3	63846376	0
ГАЗПРОМ ао	D	20080619	000000	349	353.7	347.17	350.65	41526426	0
ГАЗПРОМ ао	D	20080620	000000	350.5	352.74	345.1	346.51	40510947	0
ГАЗПРОМ ао	D	20080621	000000	346.51	346.51	346.51	346.51	0	0
ГАЗПРОМ ао	D	20080622	000000	346.51	346.51	346.51	346.51	0	0
ГАЗПРОМ ао	D	20080623	000000	345.43	349.75	341.77	344.07	34584857	0
ГАЗПРОМ ао	D	20080624	000000	344.3	345.73	337.64	338.2	39759780	0
ГАЗПРОМ ао	D	20080625	000000	338.55	344.87	336.8	340.55	45047657	0
ГАЗПРОМ ао	D	20080626	000000	340	340.59	334.67	336.9	35107390	0
ГАЗПРОМ ао	D	20080627	000000	332	343.19	330.1	340.98	56585398	0
ГАЗПРОМ ао	D	20080628	000000	340.98	340.98	340.98	340.98	0	0
ГАЗПРОМ ао	D	20080629	000000	340.98	340.98	340.98	340.98	0	0
ГАЗПРОМ ао	D	20080630	000000	342	346.9	337.61	341	45709347	0
ГАЗПРОМ ао	D	20080701	000000	339.01	340.43	326.7	327.01	53069908	0
ГАЗПРОМ ао	D	20080702	000000	329.59	330.4	321.75	323.81	49914782	0
ГАЗПРОМ ао	D	20080703	000000	320	324.5	315.77	322.15	51078672	0
ГАЗПРОМ ао	D	20080704	000000	323.05	323.99	316.9	318.7	21203113	0
ГАЗПРОМ ао	D	20080705	000000	318.7	318.7	318.7	318.7	0	0
ГАЗПРОМ ао	D	20080706	000000	318.7	318.7	318.7	318.7	0	0
ГАЗПРОМ ао	D	20080707	000000	320.12	323.7	318.29	318.7	23846110	0
ГАЗПРОМ ао	D	20080708	000000	314	316.24	310.14	316.09	51180144	0
ГАЗПРОМ ао	D	20080709	000000	316.47	317.59	311.68	312.4	32314776	0
ГАЗПРОМ ао	D	20080710	000000	310.42	315.49	309.53	311.74	36413802	0
ГАЗПРОМ ао	D	20080711	000000	313.99	316.45	304.73	305.1	41268069	0
ГАЗПРОМ ао	D	20080712	000000	305.1	305.1	305.1	305.1	0	0
ГАЗПРОМ ао	D	20080713	000000	305.1	305.1	305.1	305.1	0	0
ГАЗПРОМ ао	D	20080714	000000	309.05	313.7	308	313.69	24846169	0
ГАЗПРОМ ао	D	20080715	000000	310	310	303	305	33216395	0
ГАЗПРОМ ао	D	20080716	000000	305	307.5	299.33	306.02	42710735	0
ГАЗПРОМ ао	D	20080717	000000	308.32	312.39	303.98	311.65	41158905	0
ГАЗПРОМ ао	D	20080718	000000	307.96	308	296.05	296.5	68616976	0
ГАЗПРОМ ао	D	20080719	000000	296.5	296.5	296.5	296.5	0	0
ГАЗПРОМ ао	D	20080720	000000	296.5	296.5	296.5	296.5	0	0
ГАЗПРОМ ао	D	20080721	000000	299	300.77	292.75	295.5	45726710	0
ГАЗПРОМ ао	D	20080722	000000	294.48	296.09	291.27	293.01	44840862	0
ГАЗПРОМ ао	D	20080723	000000	294.57	296	287.8	289.02	56710761	0
ГАЗПРОМ ао	D	20080724	000000	287.5	287.95	280.01	280.03	69789893	0
ГАЗПРОМ ао	D	20080725	000000	272.9	273.34	262.2	269.31	86258868	0
ГАЗПРОМ ао	D	20080726	000000	269.31	269.31	269.31	269.31	0	0
ГАЗПРОМ ао	D	20080727	000000	269.31	269.31	269.31	269.31	0	0
ГАЗПРОМ ао	D	20080728	000000	272	278.28	265.89	271.02	70339941	0
ГАЗПРОМ ао	D	20080729	000000	266	275.35	263.55	273	57121085	0
ГАЗПРОМ ао	D	20080730	000000	277.92	280.7	274.65	279.1	49186699	0
ГАЗПРОМ ао	D	20080731	000000	281.48	286.35	275.82	277.89	64464658	0
ГАЗПРОМ ао	D	20080801	000000	276	279.68	270.89	273.22	38594382	0
ГАЗПРОМ ао	D	20080802	000000	273.22	273.22	273.22	273.22	0	0
ГАЗПРОМ ао	D	20080803	000000	273.22	273.22	273.22	273.22	0	0
ГАЗПРОМ ао	D	20080804	000000	271.5	273.1	263	263.4	36017401	0
ГАЗПРОМ ао	D	20080805	000000	260.5	260.5	250.11	250.3	59412855	0
ГАЗПРОМ ао	D	20080806	000000	253.94	256.51	241.21	250	69963695	0
ГАЗПРОМ ао	D	20080807	000000	249.88	259.68	248.51	256.85	55912737	0
ГАЗПРОМ ао	D	20080808	000000	255.21	255.8	241.25	243.4	70700528	0
ГАЗПРОМ ао	D	20080809	000000	243.4	243.4	243.4	243.4	0	0
ГАЗПРОМ ао	D	20080810	000000	243.4	243.4	243.4	243.4	0	0
ГАЗПРОМ ао	D	20080811	000000	243	262.2	230.02	261.68	109404880	0
ГАЗПРОМ ао	D	20080812	000000	259.18	274.4	255.55	269	79550297	0
ГАЗПРОМ ао	D	20080813	000000	266.5	270.74	261.72	263.21	42982403	0
ГАЗПРОМ ао	D	20080814	000000	265.05	269.87	263.15	263.84	41259726	0
ГАЗПРОМ ао	D	20080815	000000	264.89	268.28	260.8	267.15	32003014	0
ГАЗПРОМ ао	D	20080816	000000	267.15	267.15	267.15	267.15	0	0
ГАЗПРОМ ао	D	20080817	000000	267.15	267.15	267.15	267.15	0	0
ГАЗПРОМ ао	D	20080818	000000	267.5	269.99	261.25	261.98	36368548	0
ГАЗПРОМ ао	D	20080819	000000	257	257.5	241.28	243.88	59351120	0
ГАЗПРОМ ао	D	20080820	000000	245	249.04	239.03	246.25	64294043	0
ГАЗПРОМ ао	D	20080821	000000	246.25	251.8	239.12	250.21	61022064	0
ГАЗПРОМ ао	D	20080822	000000	252.9	253.35	239.98	240.49	54413816	0
ГАЗПРОМ ао	D	20080823	000000	240.49	240.49	240.49	240.49	0	0
ГАЗПРОМ ао	D	20080824	000000	240.49	240.49	240.49	240.49	0	0
ГАЗПРОМ ао	D	20080825	000000	239.67	239.67	230.9	231.39	51294897	0
ГАЗПРОМ ао	D	20080826	000000	228	233.99	220.55	232.49	78819845	0
ГАЗПРОМ ао	D	20080827	000000	234.29	239	226.1	233.21	74304081	0
ГАЗПРОМ ао	D	20080828	000000	235.79	244	232.07	243.99	57241023	0
ГАЗПРОМ ао	D	20080829	000000	242	243.17	236.21	242.34	50577888	0
ГАЗПРОМ ао	D	20080830	000000	242.34	242.34	242.34	242.34	0	0
ГАЗПРОМ ао	D	20080831	000000	242.34	242.34	242.34	242.34	0	0
ГАЗПРОМ ао	D	20080901	000000	239	248.47	238.25	245.59	42555846	0
ГАЗПРОМ ао	D	20080902	000000	244	247.7	240.15	246.5	45475619	0
ГАЗПРОМ ао	D	20080903	000000	244	245	235.6	235.99	49870344	0
ГАЗПРОМ ао	D	20080904	000000	235.96	243.35	227.31	229.5	62979810	0
ГАЗПРОМ ао	D	20080905	000000	221.08	226.65	210	220.9	98192346	0
ГАЗПРОМ ао	D	20080906	000000	220.9	220.9	220.9	220.9	0	0
